"~id","~label","name:String"
"4ea5effb-1cba-4afc-b1e7-81b3c65983f9","actor","Billy Bob Thornton"
"b8a2ca72-7c06-4dc3-a8fb-764658ac8050","actor","Timothy Spall"
"523b29d8-0386-4264-88d0-2077091a5e99","actor","Atsuko Tanaka"
"1be76eef-5a6f-45fd-b3cf-278962498be6","actor","Danny Elfman"
"57d44391-752a-455d-9a09-2c8c97f55179","actor","Bill Murray"
"fac7f232-8ad1-4527-b4f9-a8e544ab4332","actor","Damian Chapa"
"25461fad-a033-4a55-9c4d-74f74bebaaa1","actor","John Musker"
"44117a68-15fc-4df6-9969-1243d641d90f","actor","Kevin Costner"
"5ae9f001-47f3-44c9-b5ed-5110276b49f8","actor","Kirk Wise"
"22c38efb-c319-4d34-a541-40a936550ff2","actor","Danny Aiello"
"98b4e11f-2ff7-4f57-ae19-1a941bb1150a","actor","Dustin Hoffman"
"90ddb37b-c5f0-40ea-86e3-5b4aba951c28","actor","Mitsuo Iwata"
"f5480037-b6e4-4282-b824-43a9c455af05","actor","Cary Elwes"
"80ed6b97-0aa3-49d2-ba69-60d5c2a2efa3","actor","Gaspard Manesse"
"af7be0be-5750-49f8-b07e-e6cd4584b14a","actor","Mayumi Tanaka"
"0e268445-8578-4fd4-8c1e-5235298ba2ce","actor","Ben Kingsley"
"7435b3ed-b111-4b49-8984-6fb99d3c5ac9","actor","Woody Allen"
"be4ee032-6392-445b-aecb-c889fcbdcfc4","actor","Roy Scheider"
"188ab606-67ea-4e86-9af4-c9027df8af32","actor","Gene Wilder"
"a9151a60-7b13-4fb5-946b-510e64f4c437","actor","Timothy Bottoms"
"83a81ab4-5154-40ad-a025-e64a10cc1e2e","actor","Topol"
"5a9c6c02-4986-4a5d-bb8a-6ec7fb626ccd","actor","Jean-Louis Trintignant"
"a98b55cf-0f1d-4af6-b6fc-e031e6f01174","actor","Mia Farrow"
"13b65acc-e718-4089-9c24-125110a8225d","actor","Elizabeth Taylor"
"b8bfbafe-6a5d-4a77-b9dd-d076d77ac0b6","actor","Julie Andrews"
"1f22deb4-cc21-4656-a22d-a3272170ffbe","actor","Omar Sharif"
"de90a4d6-5e01-4048-b4bb-dbc0e5022916","actor","Marcello Mastroianni"
"c18488b7-3a16-4f7e-8da0-160046e9db8f","actor","Anna Karina"
"273b20d1-469c-417e-b087-298921a8c905","actor","John Wayne"
"1d878200-68c9-4980-872c-ba81492773c2","actor","Burt Lancaster"
"e854744f-49de-4a9b-aad6-2d922dcb6b64","actor","Sterling Hayden"
"ae6c39f8-49c3-4367-8fad-4d5b8e66f035","actor","Robert Mitchum"
"44538127-567a-45ad-a0b4-1d782d63e3a9","actor","Simone Signoret"
"9f27a0df-1259-4828-b970-f2d6d9cf9d62","actor","Vivien Leigh"
